String_Heracles;Heracles;;;;;;;;;;;;;x
String_Rostram;Rostram;;;;;;;;;;;;;x
String_Indra;Indra;;;;;;;;;;;;;x
String_Nezha;Nezha;;;;;;;;;;;;;x
String_Dobrynya_Nikitich;Dobrynya Nikitich;;;;;;;;;;;;;x
String_Fraech;Fráech;;;;;;;;;;;;;x
String_Mikail;The Archangel Mika'il;;;;;;;;;;;;;x
GOD_JUPITER_LATIN;[String_Jupiter_english];;;;;;;;;;;;;x
GOD_MERCURY_LATIN;[String_Mercury_english];;;;;;;;;;;;;x
GOD_MARS_LATIN;[String_Mars_english];;;;;;;;;;;;;x
GOD_VENUS_LATIN;[String_Venus_enligh];;;;;;;;;;;;;x
GOD_MINERVA_LATIN;Minerva;;;;;;;;;;;;;x
GOD_VESTA_LATIN;Vesta;;;;;;;;;;;;;x
GOD_JUNO_LATIN;Juno;;;;;;;;;;;;;x
GOD_NEPTUNE_LATIN;[String_Neptune_english];;;;;;;;;;;;;x
GOD_SATURN_LATIN;[String_Saturn_english];;;;;;;;;;;;;x
GOD_CERES_LATIN;Ceres;;;;;;;;;;;;;x
GOD_APOLLO_LATIN;Apollo;;;;;;;;;;;;;x
GOD_DIANA_LATIN;Diana;;;;;;;;;;;;;x
GOD_VULCAN_LATIN;Vulcan;;;;;;;;;;;;;x
GOD_BACCHUS_LATIN;Bacchus;;;;;;;;;;;;;x
GOD_PLUTO_LATIN;[String_Pluto_english];;;;;;;;;;;;;x
GOD_JUNO;Hera;;;;;;;;;;;;;x
GOD_NEPTUNE;Poseidon;;;;;;;;;;;;;x
GOD_CERES;Demeter;;;;;;;;;;;;;x
GOD_APOLLO;Apollo;;;;;;;;;;;;;x
GOD_DIANA;Artemis;;;;;;;;;;;;;x
GOD_VULCAN;Haphaestus;;;;;;;;;;;;;x
GOD_BACCHUS;Dionysus;;;;;;;;;;;;;x
GOD_AUGUSTUS;Augustus;;;;;;;;;;;;;x
GOD_PLUTO;Hades;;;;;;;;;;;;;x
GOD_TIMORUS;Timorus;;;;;;;;;;;;;x
GOD_PHOBOS;Phobos;;;;;;;;;;;;;x
GOD_FORMIDO;Formido;;;;;;;;;;;;;x
GOD_DEIMOS;Deimos;;;;;;;;;;;;;x
GOD_TERRA;Terra;;;;;;;;;;;;;x
GOD_GAIA;Gaia;;;;;;;;;;;;;x
GOD_HADES;Hades;;;;;;;;;;;;;x
GOD_APOLLO;Apollo;;;;;;;;;;;;;x
THE_UNHOLY_FATHER;The Unholy Father;;;;;;;;;;;;;x
GOD_ODIN_ENGLISH;Woden;;;;;;;;;;;;;x
GOD_ODIN_SAXON;Wodan;;;;;;;;;;;;;x
GOD_ODIN_GERMAN;Wotan;;;;;;;;;;;;;x
GOD_ODIN_NORSE;Óðinn;;;;;;;;;;;;;x
GOD_ODIN_DEFAULT;Odin;;;;;;;;;;;;;x
GOD_ODIN;[GetName_Odin];;;;;;;;;;;;;x
GOD_THOR_ENGLISH;Þunor;;;;;;;;;;;;;x
GOD_THOR_SAXON;Thunær;;;;;;;;;;;;;x
GOD_THOR_GERMAN;þonar;;;;;;;;;;;;;x
GOD_THOR_NORSE;Þórr;;;;;;;;;;;;;x
GOD_THOR_DEFAULT;Thor;;;;;;;;;;;;;x
GOD_THOR;[GetName_Thor];;;;;;;;;;;;;x
GOD_LOKI_DEFAULT;Loki;;;;;;;;;;;;;x
GOD_LOKI;[GetName_Loki];;;;;;;;;;;;;x
GOD_HEIMDAL_NORSE;Heimdallr;;;;;;;;;;;;;x
GOD_HEIMDAL_DEFAULT;Heimdall;;;;;;;;;;;;;x
GOD_HEIMDAL;[GetName_Heimdal];;;;;;;;;;;;;x
GOD_TYR_NORSE;Týr;;;;;;;;;;;;;x
GOD_TYR_ENGLISH;Tíw;;;;;;;;;;;;;x
GOD_TYR_GERMAN;Ziu;;;;;;;;;;;;;x
GOD_TYR_DEFAULT;Tyr;;;;;;;;;;;;;x
GOD_TYR;[GetName_Tyr];;;;;;;;;;;;;x
GOD_NJORTHR_NORWEGIAN;Njor;;;;;;;;;;;;;x
GOD_NJORTHR_NORSE;Njörðr;;;;;;;;;;;;;x
GOD_NJORTHR_DEFAULT;Njord;;;;;;;;;;;;;x
GOD_NJORTHR;[GetName_Njorthr];;;;;;;;;;;;;x
GOD_FREYR_NORSE;Freyr;;;;;;;;;;;;;x
GOD_FREYR_SAXON;Frea;;;;;;;;;;;;;x
GOD_FREYR_DEFAULT;Frey;;;;;;;;;;;;;x
GOD_FREY;[GetName_Freyr];;;;;;;;;;;;;x
GOD_FREYJA_DEFAULT;Freyja;;;;;;;;;;;;;x
GOD_FREYJA;[GetName_Freyja];;;;;;;;;;;;;x
GOD_SIF_DEFAULT;Sif;;;;;;;;;;;;;x
GOD_SIF;[GetName_Sif];;;;;;;;;;;;;x
GOD_VENUS;[GetName_Aphrodite];;;;;;;;;;;;;x
GOD_URANUS_LATIN;Caelus;;;;;;;;;;;;;x
ATHENA_PALLAS_PREFIxPallas ;;;;;;;;;;;;;x
THE_STONES;The Sacred Stones;;;;;;;;;;;;;x
THE_VERSES;The Verses of Lore;Le Versets de la tradition;Die Verse der Überlieferung;;Los versos de la sabiduría;;;;;;;;;x
THE_BALLADS;The Ballads;;;;;;;;;;;;;x
d_druidic_reformed;The Circle of Druids;;;;;;;;;;;;;x
DRUID;Druid;Druide;Druide;;Druida;;;;;;;;;x
ARCH_DRUID;Arch Druid;;;;;;;;;;;;;x
ARCH_DRUIDESS;Arch Druidess;;;;;;;;;;;;;x
ARCH_DRUID_FOA;Eldest of the Druids;;;;;;;;;;;;;x
job_spiritual_druidic;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
SAPPHIRE_FLAME_FOA;Your Holiness;;;;;;;;;;;;;x
HEM_NETJER;Hem Netjer;;;;;;;;;;;;;x
d_roman_pagan;Collegium Pontificum ;;;;;;;;;;;;;x
PONTIFEX_MAXIMUS;Pontifex Maximus;;;;;;;;;;;;;x
PONTIFEX_MAXIMUS_FOA;Pontifex Maximus;;;;;;;;;;;;;x
FLAME;Flame;;;;;;;;;;;;;x
d_kemetic_pagan_reformed;Kemetic High Priesthood;;;;;;;;;;;;;x
HIGH_PRIEST_KEMETIC;[GetHighPriestKemetic];;;;;;;;;;;;;x
HIGH_PREIST_KEMETIC_AMUN_RA;High Priest of Amun-Ra;;;;;;;;;;;;;x
HIGH_PREIST_KEMETIC_AMUN;High Priest of Amun;;;;;;;;;;;;;x
HIGH_PREIST_KEMETIC_ISIS;High Priest of Isis;;;;;;;;;;;;;x
HIGH_PRIESTESS_KEMETIC;[GetHighPriestessKemetic];;;;;;;;;;;;;x
HIGH_PREISTESS_KEMETIC_AMUN_RA;God's Wife of Amun-Ra;;;;;;;;;;;;;x
HIGH_PREISTESS_KEMETIC_AMUN;God's Wife of Amun;;;;;;;;;;;;;x
HIGH_PREISTESS_KEMETIC_ISIS;High Priestess of Isis;;;;;;;;;;;;;x
HERO_RELIGION;Heroic Religion;;;;;;;;;;;;;x
HERO_RELIGION_HOME_TERRITORY;Heroic Religion Home Territory;;;;;;;;;;;;;x
ZOMBIE;[Root.GetRevenantTermCap];[Root.GetRevenantTermCap];[Root.GetRevenantTermCap];;[Root.GetRevenantTermCap];;;;;;;;;;
force_blood_bond;Force Blood Bond;;;;;;;;;;;;;x
force_blood_bond_desc;Force a traitorous vampire to become mystically loyal;;;;;;;;;;;;;x
tt_caught_root_plotting;Caught in a murder plot;;;;;;;;;;;;;x
STAT_PIETY_MENU_MANA;§YMana§!;;;;;;;;;;;;;x
STAT_PIETY_MANA;Mana;;;;;;;;;;;;;x
STAT_PIETY_DESC_MANA;Mana is respected by the clergy. It is often used for spells. Like Prestige, it is added to your score on the death of a ruler.;;;;;;;;;;;;;x
MONTHLY_PIETY_MANA;Monthly Mana Gain;;;;;;;;;;;;;x
STAT_PIETY_MENU_HEKA;§YHeka§!;;;;;;;;;;;;;x
STAT_PIETY_HEKA;Heka;;;;;;;;;;;;;x
STAT_PIETY_DESC_HEKA;Heka is respected by the clergy and especially the head of your Religion. It can be spent to petition the head of your Religion. Like Prestige, it is added to your score on the death of a ruler.;;;;;;;;;;;;;x
MONTHLY_PIETY_HEKA;Monthly Heka Increase;;;;;;;;;;;;;x
turn_vampire;Offer to Turn;;;;;;;;;;;;;x
turn_vampire_desc;Offer [Root.GetTitledFirstName] the dark gift of vampirism. This offer may not be received well by God's faithful, but your prisoners will be unable to refuse.\n[GetForcedAcceptance];;;;;;;;;;;;;x
turn_werewolf;Offer to Turn;;;;;;;;;;;;;x
turn_werewolf_desc;Offer [Root.GetTitledFirstName] with the blood of the wolf. This offer may not be received well by God's faithful, but your prisoners will be unable to refuse.\n[GetForcedAcceptance];;;;;;;;;;;;;x
ForcedAcceptTurning;§YBecause this character is your prisoner, they will be forced to accept your offer.§!\n;;;;;;;;;;;;;x
TurnAcceptanceList_Vampire;§YAcceptance increased by:§!\n[AcceptAmbitious_Vampire];;;;;;;;;;;;;x
AcceptAmbitious_Vampire_Key;§GAmbitious§!\n[AcceptCynical_Vampire];;;;;;;;;;;;;x
AcceptCynical_Vampire_Key;§GCynical§!\n[AcceptCruel_Vampire];;;;;;;;;;;;;x
AcceptCruel_Vampire_Key;§GCruel§!\n[AcceptImpaler_Vampire];;;;;;;;;;;;;x
AcceptImpaler_Vampire_Key;§GImpaler§!\n[AcceptProud_Vampire];;;;;;;;;;;;;x
AcceptProud_Vampire_Key;§GProud§!\n[AcceptEnvious_Vampire];;;;;;;;;;;;;x
AcceptEnvious_Vampire_Key;§GEnvious§!\n[AcceptOpinion_Vampire];;;;;;;;;;;;;x
AcceptOpinion_Vampire_Key;§GHigh Opinion§!\n[AcceptDiplomacy_Vampire];;;;;;;;;;;;;x
AcceptDiplomacy_Vampire_Key;§GYour Diplomacy§!\n[AcceptLiege_Vampire];;;;;;;;;;;;;x
AcceptLiege_Vampire_Key;§GDirect Liege§!\n[AcceptSatanist_Vampire];;;;;;;;;;;;;x
AcceptSatanist_Vampire_Key;§GSatanist§!\n[AcceptInfirm_Vampire];;;;;;;;;;;;;x
AcceptInfirm_Vampire_Key;§GInfirm§!\n[AcceptIll_Vampire];;;;;;;;;;;;;x
AcceptIll_Vampire_Key;§GSevere Illness§!\n[AcceptFriend_Vampire];;;;;;;;;;;;;x
AcceptFriend_Vampire_Key;§GYour Friend§!\n[AcceptCulture_Vampire];;;;;;;;;;;;;x
AcceptCulture_Vampire_Key;§GVampiric Culture§!\n[TurnRejectionReasons_Vampire_Vampire];;;;;;;;;;;;;x
TurnRejectionList_Vampire;§YRejection increased by:§!\n[RejectChristian_Vampire];;;;;;;;;;;;;x
RejectChristian_Vampire_Key;§RChristian§!\n[RejectCulture_Vampire];;;;;;;;;;;;;x
RejectMuslim_Vampire_Key;§RMuslim§!\n[RejectCulture_Vampire];;;;;;;;;;;;;x
RejectJewish_Vampire_Key;§RJewish§!\n[RejectCulture_Vampire];;;;;;;;;;;;;x
RejectCulture_Vampire_Key;§RWerewolf Culture§!\n[RejectOpinion_Vampire];;;;;;;;;;;;;x
RejectOpinion_Vampire_Key;§RLow Opinion§!\n[RejectHumanPleasure_Vampire];;;;;;;;;;;;;x
RejectHumanPleasure_Vampire_Key;§RFavors human pleasures§!\n[RejectKind_Vampire];;;;;;;;;;;;;x
RejectKind_Vampire_Key;§RKind§!\n[TurnCanExpose_Vampire];;;;;;;;;;;;;x
TurnCanExpose_Key;§YThis character may reveal you identity if they reject you.§!;;;;;;;;;;;;;x
TurnAcceptanceList_Werewolf;§YAcceptance increased by:§!\n[AcceptAmbitious_Werewolf];;;;;;;;;;;;;x
AcceptAmbitious_Werewolf_Key;§GAmbitious§!\n[AcceptCynical_Werewolf];;;;;;;;;;;;;x
AcceptCynical_Werewolf_Key;§GCynical§!\n[AcceptAnger_Werewolf];;;;;;;;;;;;;x
AcceptAnger_Werewolf_Key;§GProne to Rage§!\n[AcceptBerserker_Werewolf];;;;;;;;;;;;;x
AcceptBerserker_Werewolf_Key;§GBerserker§!\n[AcceptOpinion_Werewolf];;;;;;;;;;;;;x
AcceptOpinion_Werewolf_Key;§GHigh Opinion§!\n[AcceptDiplomacy_Werewolf];;;;;;;;;;;;;x
AcceptDiplomacy_Werewolf_Key;§GYour Diplomacy§!\n[AcceptDiplomacy_Werewolf];;;;;;;;;;;;;x
AcceptLiege_Werewolf_Key;§GDirect Liege§!\n[AcceptCulture_Werewolf];;;;;;;;;;;;;x
AcceptCulture_Werewolf_Key;§GWerewolf Culture§!\n[AcceptSpouse_Werewolf];;;;;;;;;;;;;x
AcceptSpouse_Werewolf_Key;§GSpouse§!\n[AcceptLover_Werewolf];;;;;;;;;;;;;x
AcceptLover_Werewolf_Key;§GLover§!\n[AcceptMaimed_Werewolf];;;;;;;;;;;;;x
AcceptMaimed_Werewolf_Key;§GMaimed§!\n[TurnRejectionReasons_Werewolf];;;;;;;;;;;;;x
TurnRejectionList_Werewolf;§YRejection increased by:§!\n[RejectRegion_Werewolf];;;;;;;;;;;;;x
RejectRegion_Werewolf_Key;§RRegion§!\n[RejectCulture_Werewolf];;;;;;;;;;;;;x
RejectChristian_Werewolf_Key;§RChristian§!\n[RejectCulture_Werewolf];;;;;;;;;;;;;x
RejectMuslim_Werewolf_Key;§RMuslim§!\n[RejectCulture_Werewolf];;;;;;;;;;;;;x
RejectJewish_Werewolf_Key;§RJewish§!\n[RejectCulture_Werewolf];;;;;;;;;;;;;x
RejectPagan_Werewolf_Key;§RPagan§!\n[RejectCulture_Werewolf];;;;;;;;;;;;;x
RejectCulture_Werewolf_Key;§RVampiric Culture§!\n[RejectKind_Werewolf];;;;;;;;;;;;;x
RejectKind_Werewolf_Key;§RKind§!\n[RejectOpinion_Werewolf];;;;;;;;;;;;;x
RejectOpinion_Werewolf_Key;§RLow Opinion§!\n[TurnCanExpose_Werewolf];;;;;;;;;;;;;x
vampire_call_blood_vassals;Call Council to War;;;;;;;;;;;;;x
vampire_call_blood_vassals_desc;As the head of the Blood Court, you may call your council to join your wars.  They are not obligated to join you.;;;;;;;;;;;;;x
vampire_feed;Drink Blood;;;;;;;;;;;;;x
vampire_feed_desc;Drain [Root.GetTitledFirstName]'s blood.  This is likely to kill [Root.GetHerHim], but may strengthen you or heal your wounds.;;;;;;;;;;;;;x
vampire_feed_minor;Drink Some Blood;;;;;;;;;;;;;x
vampire_feed_minor_desc;Drain some blood for [Root.GetTitledFirstName] with less chance of killing [Root.GetHerHim], but less benefit.;;;;;;;;;;;;;x
tt_hunger;You suffer from a vampiric hunger;;;;;;;;;;;;;x
vampiric_healing;Vampiric Healing;;;;;;;;;;;;;x
vampiric_healing_named;Vampiric Healing;;;;;;;;;;;;;x
vampiric_healing_desc;Drain the blood of an unblemished prisoner to heal your wounds;;;;;;;;;;;;;x
TT_Vampire_heal;One of your injuries is healed;;;;;;;;;;;;;x
vampire_claim_throne;Claim Throne;;;;;;;;;;;;;x
vampire_claim_throne_desc;Use your liege's weakened position to forge a claim on the [Root.Liege.PrimaryTitle.GetName].;;;;;;;;;;;;;x
vampire_seize_throne;Seize Throne;;;;;;;;;;;;;x
vampire_seize_throne_desc;Having undermined the power of your liege, gather forces to seize [Root.Liege.GetHerHis] throne.;;;;;;;;;;;;;x
vampire_convert_to_satanist;Convert to Luciferian;;;;;;;;;;;;;x
vampire_convert_to_satanist_desc;Heed Lucifer's call and join the fold of your kind's true faith.;;;;;;;;;;;;;x
convert_draconic_feudalism;Adopt Draconic Feudalism;;;;;;;;;;;;;x
convert_draconic_feudalism_desc;Adopting Draconic Feudalism will convert all my Tribal Holdings into Castles. Where this occurs - if the County is big enough - City and Temple Holdings will also be created if they do not already exist. Your same rank tributaries will have their higher titles seized and your tributaries will be made into vassals. Your vassals are likely to follow suit if they are of your religion and culture.;;;;;;;;;;;;;x
convert_draconic_feudalism_vassal;Adopt Draconic Feudalism;;;;;;;;;;;;;x
convert_draconic_feudalism_vassal_desc;Adopting Draconic Feudalism will convert all my Tribal Holdings into Castles. Where this occurs - if the County is big enough - City and Temple Holdings will also be created if they do not already exist. Your same rank tributaries will have their higher titles seized and your tributaries will be made into vassals. Your vassals are likely to follow suit if they are of your religion and culture.;;;;;;;;;;;;;x
convert_draconic_merchant_republic;Adopt Draconic Mercantilism;;;;;;;;;;;;;x
convert_draconic_merchant_republic_desc;Adopting Draconic Mercantilism will convert all my Tribal Holdings into Cities. Where this occurs - if the County is big enough - Castle and Temple Holdings will also be created if they do not already exist. Four suitable Patrician families will be founded from within my tributes.;;;;;;;;;;;;;x
destroy_flame_sjaelland;Destroy Eternal Flame in Sjælland;;;;;;;;;;;;;x
destroy_flame_sjaelland_desc;Search for a way to destroy the Eternal Flame in Sjælland;;;;;;;;;;;;;x
destroy_flame_sjaelland_no_holding;Destroy Eternal Flame in Sjælland;;;;;;;;;;;;;x
destroy_flame_sjaelland_no_holding_desc;Search for a way to destroy the Eternal Flame in Sjælland;;;;;;;;;;;;;x
destroy_flame_kent;Destroy Eternal Flame in Kent;;;;;;;;;;;;;x
destroy_flame_kent_desc;Search for a way to destroy the Eternal Flame in Kent;;;;;;;;;;;;;x
destroy_flame_kent_no_holding;Destroy Eternal Flame in Kent;;;;;;;;;;;;;x
destroy_flame_kent_no_holding_desc;Search for a way to destroy the Eternal Flame in Kent;;;;;;;;;;;;;x
destroy_flame_plock;Destroy Eternal Flame in Plock;;;;;;;;;;;;;x
destroy_flame_plock_desc;Search for a way to destroy the Eternal Flame in Plock;;;;;;;;;;;;;x
destroy_flame_plock_no_holding;Destroy Eternal Flame in Plock;;;;;;;;;;;;;x
destroy_flame_plock_no_holding_desc;Search for a way to destroy the Eternal Flame in Plock;;;;;;;;;;;;;x
destroy_flame_galloway;Destroy Eternal Flame in Galloway;;;;;;;;;;;;;x
destroy_flame_galloway_desc;Search for a way to destroy the Eternal Flame in Galloway;;;;;;;;;;;;;x
destroy_flame_galloway_no_holding;Destroy Eternal Flame in Galloway;;;;;;;;;;;;;x
destroy_flame_galloway_no_holding_desc;Search for a way to destroy the Eternal Flame in Galloway;;;;;;;;;;;;;x
destroy_flame_uppland;Destroy Eternal Flame in Uppland;;;;;;;;;;;;;x
destroy_flame_uppland_desc;Search for a way to destroy the Eternal Flame in Uppland;;;;;;;;;;;;;x
destroy_flame_uppland_no_holding;Destroy Eternal Flame in Uppland;;;;;;;;;;;;;x
destroy_flame_uppland_no_holding_desc;Search for a way to destroy the Eternal Flame in Uppland;;;;;;;;;;;;;x
reignite_flame_sjaelland;Relight the Eternal Flame in Sjælland;;;;;;;;;;;;;x
reignite_flame_sjaelland_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_sjaelland_no_holding;Relight the Eternal Flame in Sjælland;;;;;;;;;;;;;x
reignite_flame_sjaelland_no_holding_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_kent;Relight the Eternal Flame in Kent;;;;;;;;;;;;;x
reignite_flame_kent_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_kent_no_holding;Relight the Eternal Flame in Kent;;;;;;;;;;;;;x
reignite_flame_kent_no_holding_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_plock;Relight the Eternal Flame in Plock;;;;;;;;;;;;;x
reignite_flame_plock_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_plock_no_holding;Relight the Eternal Flame in Plock;;;;;;;;;;;;;x
reignite_flame_plock_no_holding_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_galloway;Relight the Eternal Flame in Galloway;;;;;;;;;;;;;x
reignite_flame_galloway_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_galloway_no_holding;Relight the Eternal Flame in Galloway;;;;;;;;;;;;;x
reignite_flame_galloway_no_holding_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_uppland;Relight the Eternal Flame in Uppland;;;;;;;;;;;;;x
reignite_flame_uppland_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_uppland_no_holding;Relight the Eternal Flame in Uppland;;;;;;;;;;;;;x
reignite_flame_uppland_no_holding_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_random_1;Relight the Eternal Flame at [k_draconic_pagan_reformed.draconic_holy_site_1];;;;;;;;;;;;;x
reignite_flame_random_1_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_random_2;Relight the Eternal Flame at [k_draconic_pagan_reformed.draconic_holy_site_2];;;;;;;;;;;;;x
reignite_flame_random_2_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_random_3;Relight the Eternal Flame at [k_draconic_pagan_reformed.draconic_holy_site_3];;;;;;;;;;;;;x
reignite_flame_random_3_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_random_4;Relight the Eternal Flame at [k_draconic_pagan_reformed.draconic_holy_site_4];;;;;;;;;;;;;x
reignite_flame_random_4_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
reignite_flame_random_5;Relight the Eternal Flame at [k_draconic_pagan_reformed.draconic_holy_site_5];;;;;;;;;;;;;x
reignite_flame_random_5_desc;Relight the Eternal Flame, even though it will cost your life;;;;;;;;;;;;;x
not_destroying_flame;Not already trying to destroy an Eternal Flame;;;;;;;;;;;;;x
TTDestroyFlameSearch;Search for a way to destroy the Eternal Flame;;;;;;;;;;;;;x
all_are_tributaries;All nearby lands within one sea zone are your tributaries;;;;;;;;;;;;;x
all_are_tributaries_vassal;All nearby lands within one sea zone are tributaries or share your liege;;;;;;;;;;;;;x
four_independent_tributes;Four independent rulers pay you tribute;;;;;;;;;;;;;x
dragon_pilgrimage;Go on a Pilgrimage;;;;;;;;;;;;;x
dragon_pilgrimage_desc;Faithful dragons are expected to each lend their fiery breath to one of the Eternal Flames, founded by the Gods to protect dragonkind and tend the world-egg.  The devout pilgrims will travel long distances to perform this holy task.;;;;;;;;;;;;;x
faction_draconic_heir;Demand Change of Heir;;;;;;;;;;;;;x
faction_draconic_heir_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding that [Root.Liege.GetSheHe] declare a new, draconic heir. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;;;;;;;;;;;;;x
consult_on_purity;Consult Elders on Purity;;;;;;;;;;;;;x
consult_on_purity_desc;Consult a council of draconic elders on improving the purity or your soul.;;;;;;;;;;;;;x
abdicate_sapphire_flame;Abdicate Sapphire Flame;;;;;;;;;;;;;x
abdicate_sapphire_flame_desc;As you are not a true dragon, the faithful are demanding that you pass the title of Sapphire Flame to someone else.;;;;;;;;;;;;;x
abdicate_sapphire_flame_effect;An appropriate dragon is given the title of Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_sjaelland;Grant Sjaelland to the Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_sjaelland_desc;Grant the holy county of Sjaelland to the Sapphire Flame, landing and potentially vassalizing them.;;;;;;;;;;;;;x
grant_sjaelland_sapphire_flame;Grants the county of Sjaelland to the Sapphire Flame. If you are an Emperor, vassalize the Sapphire Flame, otherwise grant it independence.;;;;;;;;;;;;;x
make_sapphire_flame_plock;Grant Plock to the Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_plock_desc;Grant the holy county of Plock to the Sapphire Flame, landing and potentially vassalizing them.;;;;;;;;;;;;;x
grant_plock_sapphire_flame;Grants the county of Plock to the Sapphire Flame. If you are an Emperor, vassalize the Sapphire Flame, otherwise grant it independence.;;;;;;;;;;;;;x
make_sapphire_flame_galloway;Grant Galloway to the Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_galloway_desc;Grant the holy county of Galloway to the Sapphire Flame, landing and potentially vassalizing them.;;;;;;;;;;;;;x
grant_galloway_sapphire_flame;Grants the county of Galloway to the Sapphire Flame. If you are an Emperor, vassalize the Sapphire Flame, otherwise grant it independence.;;;;;;;;;;;;;x
make_sapphire_flame_uppland;Grant Uppland to the Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_uppland_desc;Grant the holy county of Uppland to the Sapphire Flame, landing and potentially vassalizing them.;;;;;;;;;;;;;x
grant_uppland_sapphire_flame;Grants the county of Uppland to the Sapphire Flame. If you are an Emperor, vassalize the Sapphire Flame, otherwise grant it independence.;;;;;;;;;;;;;x
make_sapphire_flame_kent;Grant Kent to the Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_kent_desc;Grant the holy county of Kent to the Sapphire Flame, landing and potentially vassalizing them.;;;;;;;;;;;;;x
grant_kent_sapphire_flame;Grants the county of Kent to the Sapphire Flame. If you are an Emperor, vassalize the Sapphire Flame, otherwise grant it independence.;;;;;;;;;;;;;x
make_sapphire_flame_random_1;Grant [k_draconic_pagan_reformed.draconic_holy_site_1.location.GetName] to the Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_random_1_desc;Grant the holy county of [k_draconic_pagan_reformed.draconic_holy_site_1.location.GetName] to the Sapphire Flame, landing and potentially vassalizing them.;;;;;;;;;;;;;x
grant_random_1_sapphire_flame;Grants the county of [k_draconic_pagan_reformed.draconic_holy_site_1.location.GetName] to the Sapphire Flame. If you are an Emperor, vassalize the Sapphire Flame, otherwise grant it independence.;;;;;;;;;;;;;x
make_sapphire_flame_random_2;Grant [k_draconic_pagan_reformed.draconic_holy_site_2.location.GetName] to the Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_random_2_desc;Grant the holy county of [k_draconic_pagan_reformed.draconic_holy_site_2.location.GetName] to the Sapphire Flame, landing and potentially vassalizing them.;;;;;;;;;;;;;x
grant_random_2_sapphire_flame;Grants the county of [k_draconic_pagan_reformed.draconic_holy_site_2.location.GetName] to the Sapphire Flame. If you are an Emperor, vassalize the Sapphire Flame, otherwise grant it independence.;;;;;;;;;;;;;x
make_sapphire_flame_random_3;Grant [k_draconic_pagan_reformed.draconic_holy_site_3.location.GetName] to the Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_random_3_desc;Grant the holy county of [k_draconic_pagan_reformed.draconic_holy_site_3.location.GetName] to the Sapphire Flame, landing and potentially vassalizing them.;;;;;;;;;;;;;x
grant_random_3_sapphire_flame;Grants the county of [k_draconic_pagan_reformed.draconic_holy_site_3.location.GetName] to the Sapphire Flame. If you are an Emperor, vassalize the Sapphire Flame, otherwise grant it independence.;;;;;;;;;;;;;x
make_sapphire_flame_random_4;Grant [k_draconic_pagan_reformed.draconic_holy_site_4.location.GetName] to the Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_random_4_desc;Grant the holy county of [k_draconic_pagan_reformed.draconic_holy_site_4.location.GetName] to the Sapphire Flame, landing and potentially vassalizing them.;;;;;;;;;;;;;x
grant_random_4_sapphire_flame;Grants the county of [k_draconic_pagan_reformed.draconic_holy_site_4.location.GetName] to the Sapphire Flame. If you are an Emperor, vassalize the Sapphire Flame, otherwise grant it independence.;;;;;;;;;;;;;x
make_sapphire_flame_random_5;Grant [k_draconic_pagan_reformed.draconic_holy_site_5.location.GetName] to the Sapphire Flame;;;;;;;;;;;;;x
make_sapphire_flame_random_5_desc;Grant the holy county of [k_draconic_pagan_reformed.draconic_holy_site_5.location.GetName] to the Sapphire Flame, landing and potentially vassalizing them.;;;;;;;;;;;;;x
grant_random_5_sapphire_flame;Grants the county of [k_draconic_pagan_reformed.draconic_holy_site_5.location.GetName] to the Sapphire Flame. If you are an Emperor, vassalize the Sapphire Flame, otherwise grant it independence.;;;;;;;;;;;;;x
