MBLOODLINE_EVTDESC.28;It is time to show the world the power of the dead.  I will openly reveal my abilities to my vassals.  While the fear of my power may make them hate me, that fear will be part of my legacy.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.28;I will write them all a strongly worded letter, letting them know what I am capable of.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.28;I will march an army of the dead to their holds and let them see for themselves the power I wield;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.28;I will ransack of the towns of the capital.  Let the survivors tell of my power while I take the wealth to prepare for what is to come.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTD.28;I will march the dead into the [Root.GetHouseOfWorship] during [Root.GetReligiousRite] and show them the power of the dead right before the holy altar.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.29;I woke this morning to the thundering sound of a horde of bodied approaching my [Root.GetCapitalHolding].  When I look out, I saw a vast army of the dead, lead by [From.GetBestName]. [From.GetSheHeCap] announced [From.GetHerHis] plans of conquest with this new power, though it was clear the true threat behind this was directed at me.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.29;No good will come of this dark power.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.30;In the middle of [From.GetReligiousRite], [From.GetTitledName] burst into the [From.GetHouseOfWorship] leading a horde of [Root.GetRevenantTerm], declaring [From.GetHerHis] intention to use foul rites for conquest.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.30;This is profane!;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.31;Word has reached me that my [GetFromRelation] has been leading an army of [Root.GetRevenantTerm]s pillaging and looting the cities of [From.Capital.GetName] to prepare for war.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.31;[From.GetSheHeCap] is a mad[From.GetManWoman].;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.32;[Root.GetTitledName],\n\nI have raised an army of the dead which the world will tremble to behold.  My might will bring kings and emperors to their knees.  My enemies will fall beneith waves of [From.GetRevenantTerm]s and then join their ranks. You would be advised not to cross me during my campaign.\n\n[From.GetTitledName];;;;;;;;;;;;;
MBLOODLINE_EVTDESC.33;Soon, I will bring a great war to force everyone to see my power.  To prepare for this, I will need a grand undead army. Creating the army will be simple enough. What matters is how much will be sacrificed.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.33;Slaughter everyone.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.33;One member of each household must serve in death.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTC.33;Gather people in the capital.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTD.33;I already have the strength I need.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.34;My army is prepared.  Now, I just need to use this to crush my neighbors and show the world the strength of the profile powers I wield.  I will cover their lands in corpses until they can't help but remember my name.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.34;It is time for war.;;;;;;;;;;;;;
tt_gain_show_strength_necromancer_cb;Gain access to the §YShow Profane Strength§! casus belli.  Winning these wars may trigger additional events.;;;;;;;;;;;;;
MBLOODLINE_EVTDESCA.35;Despite the weakness of my opponent, I still lose.  People now mock the grand claims I was making before the war.  If I want to show my power, I will not only need to win, but to do so against much stronger opponents.;;;;;;;;;;;;;
MBLOODLINE_EVTDESCB.35;Despite the weakness of my opponent, I still lose.  People now mock the grand claims I was making before the war.  I wanted to be remembered, but not as a laughingstock.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.35;I need to try harder.;;;;;;;;;;;;;
tt_lose_necromancy_progress;You are further from forging a new bloodline.;;;;;;;;;;;;;
tt_gain_necromancy_progress;You are closer to forging a new bloodline.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.35;This is hopeless.;;;;;;;;;;;;;
tt_lose_show_strength_necromancer_cb;Lose access to the §YShow Profane Strength§! casus belli.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.37;I won the war, but no one seems to have made mention of it.  Perhaps I need to attack a stronger foe if I want people to fear my power.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.37;I need another war.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.38;I won the war, and tales of carnage have begun to spread, but not as far as I would like.  I'm making progress, but my campaign must continue.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.39;Now my work is done.  People speak my name in fearful tones and armies burn their dead to avoid them joining my growing legions.  When even I am finally lain to rest, that fear will live on for generations to come.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.39;This is what greatness looks like.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.40;People have begun to remark on the magical talent possessed not only by myself, but by my children.  It seems that through hard work and good education, I'm well on my way to establishing a famous line of wizards.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.40;I'm glad my children have shown such talent.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTB.40;This isn't how I wish to be remembered.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.43;As another monster breathes its dying breath, my destiny, and my role in this world, has become clear to people.  I am not some mere [Root.GetTitle], but a slayer of the monsters that hunt us in the night. Those witnessing the deed let out a cheer - it is time for those once-hunters to become the hunted.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.43;Now we fight back.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.44;Yet another dragon's corpse lies before me.  What was once a terrifying foe is now almost mundane.  People have begun to compare me to [Root.GetDragonslayer].;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.44;Now even dragons will fear me.;;;;;;;;;;;;;
MBLOODLINE_EVTDESC.45;While feeding through my illness risks spreading infecting the humans on which we prey, I need to feed nevertheless.  As illness spreads from my body to theirs, I can feel myself adapting to it.  The diseases strengthen and sustain me.;;;;;;;;;;;;;
MBLOODLINE_EVTOPTA.45;Who cares what the others think, I will feed as I like.;;;;;;;;;;;;;
